run_accession	study_accession	study_title	experiment_accession	experiment_title	experiment_desc	organism_taxid	organism_name	library_name	library_strategy	library_source	library_selection	library_layout	sample_accession	sample_title	biosample	bioproject	instrument	instrument_model	instrument_model_desc	total_spots	total_size	run_total_spots	run_total_bases	run_alias	public_filename	public_size	public_date	public_md5	public_version	public_semantic_name	public_supertype	public_sratoolkit	aws_url	aws_free_egress	aws_access_type	public_url	ncbi_url	ncbi_free_egress	ncbi_access_type	gcp_url	gcp_free_egress	gcp_access_type	experiment_alias	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	host	lat_lon	id	biosamplemodel	ena_fastq_http	ena_fastq_http_1	ena_fastq_http_2	ena_fastq_ftp	ena_fastq_ftp_1	ena_fastq_ftp_2
SRR23126332	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077282	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_1_1F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492242	-	SAMN32798746	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	184882	30087646	184882	82456603	m3_1_1F_1.fq	SRR23126332.lite	20852810	2023-01-29 06:02:56	6cba3475898fd6047611c74685e935e7	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126332/SRR23126332.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126332/SRR23126332.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126332/SRR23126332.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126332/SRR23126332.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_1_1F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/032/SRR23126332/SRR23126332_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/032/SRR23126332/SRR23126332_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/032/SRR23126332/SRR23126332_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/032/SRR23126332/SRR23126332_2.fastq.gz
SRR23126333	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077281	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_1_8_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492240	-	SAMN32798683	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	164856	15727225	164856	74019882	m1_1_8_1.fq	SRR23126333.lite	11315731	2023-01-29 13:06:49	3f1b2440d5055b373418048ff1a42585	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126333/SRR23126333.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126333/SRR23126333.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126333/SRR23126333.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126333/SRR23126333.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_1_8	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/033/SRR23126333/SRR23126333_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/033/SRR23126333/SRR23126333_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/033/SRR23126333/SRR23126333_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/033/SRR23126333/SRR23126333_2.fastq.gz
SRR23126334	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077280	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_11F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492241	-	SAMN32798745	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	187981	28747478	187981	83838424	m3_2_11F_1.fq	SRR23126334.lite	19928698	2023-01-29 08:24:38	84143f370adf757e6c380dc0807f0f79	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126334/SRR23126334.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126334/SRR23126334.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126334/SRR23126334.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126334/SRR23126334.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_11F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/034/SRR23126334/SRR23126334_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/034/SRR23126334/SRR23126334_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/034/SRR23126334/SRR23126334_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/034/SRR23126334/SRR23126334_2.fastq.gz
SRR23126335	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077279	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_10F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492239	-	SAMN32798744	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	152055	23752415	152055	67816066	m3_2_10F_1.fq	SRR23126335.lite	16533277	2023-01-29 14:32:02	8e99d32a71afc32442e9fa1931fc7730	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126335/SRR23126335.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126335/SRR23126335.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126335/SRR23126335.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126335/SRR23126335.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_10F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/035/SRR23126335/SRR23126335_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/035/SRR23126335/SRR23126335_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/035/SRR23126335/SRR23126335_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/035/SRR23126335/SRR23126335_2.fastq.gz
SRR23126336	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077278	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_9F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492238	-	SAMN32798743	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	166953	26854667	166953	74460622	m3_2_9F_1.fq	SRR23126336.lite	18684468	2023-01-29 08:24:37	b5044ae879f8b81f82a091a411e94a13	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126336/SRR23126336.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126336/SRR23126336.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126336/SRR23126336.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126336/SRR23126336.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_9F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/036/SRR23126336/SRR23126336_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/036/SRR23126336/SRR23126336_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/036/SRR23126336/SRR23126336_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/036/SRR23126336/SRR23126336_2.fastq.gz
SRR23126337	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077277	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_8F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492237	-	SAMN32798742	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	170547	27192536	170547	76063468	m3_2_8F_1.fq	SRR23126337.lite	18897299	2023-01-29 06:59:17	e928f232eaa9dae207165311bd554681	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126337/SRR23126337.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126337/SRR23126337.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126337/SRR23126337.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126337/SRR23126337.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_8F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/037/SRR23126337/SRR23126337_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/037/SRR23126337/SRR23126337_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/037/SRR23126337/SRR23126337_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/037/SRR23126337/SRR23126337_2.fastq.gz
SRR23126338	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077276	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_7F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492236	-	SAMN32798741	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	169569	27031729	169569	75627194	m3_2_7F_1.fq	SRR23126338.lite	18806076	2023-01-29 08:24:37	1d4d8cb0d5b316739d83f2f75d746790	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126338/SRR23126338.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126338/SRR23126338.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126338/SRR23126338.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126338/SRR23126338.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_7F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/038/SRR23126338/SRR23126338_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/038/SRR23126338/SRR23126338_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/038/SRR23126338/SRR23126338_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/038/SRR23126338/SRR23126338_2.fastq.gz
SRR23126339	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077275	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_6F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492235	-	SAMN32798740	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	163954	26128422	163954	73122838	m3_2_6F_1.fq	SRR23126339.lite	18226896	2023-01-29 08:24:59	044e4b6556a89b997c75de9d2bdad2fa	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126339/SRR23126339.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126339/SRR23126339.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126339/SRR23126339.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126339/SRR23126339.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_6F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/039/SRR23126339/SRR23126339_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/039/SRR23126339/SRR23126339_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/039/SRR23126339/SRR23126339_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/039/SRR23126339/SRR23126339_2.fastq.gz
SRR23126340	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077274	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_5F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492234	-	SAMN32798739	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	177262	27897262	177262	79058260	m3_2_5F_1.fq	SRR23126340.lite	19468505	2023-01-29 08:24:38	05d6daeaa6fbbec9eb7dbecb9340e273	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126340/SRR23126340.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126340/SRR23126340.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126340/SRR23126340.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126340/SRR23126340.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_5F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/040/SRR23126340/SRR23126340_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/040/SRR23126340/SRR23126340_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/040/SRR23126340/SRR23126340_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/040/SRR23126340/SRR23126340_2.fastq.gz
SRR23126341	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077273	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_4F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492233	-	SAMN32798738	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	165451	25661190	165451	73790593	m3_2_4F_1.fq	SRR23126341.lite	17853758	2023-01-29 08:24:39	fa27ac6995384578498968030cea166f	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126341/SRR23126341.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126341/SRR23126341.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126341/SRR23126341.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126341/SRR23126341.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_4F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/041/SRR23126341/SRR23126341_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/041/SRR23126341/SRR23126341_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/041/SRR23126341/SRR23126341_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/041/SRR23126341/SRR23126341_2.fastq.gz
SRR23126342	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077272	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_3F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492232	-	SAMN32798737	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	189249	29873862	189249	84404348	m3_2_3F_1.fq	SRR23126342.lite	20851248	2023-01-29 13:06:50	8acd77afd0f4970bdc000e38ed7e7d80	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126342/SRR23126342.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126342/SRR23126342.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126342/SRR23126342.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126342/SRR23126342.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_3F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/042/SRR23126342/SRR23126342_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/042/SRR23126342/SRR23126342_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/042/SRR23126342/SRR23126342_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/042/SRR23126342/SRR23126342_2.fastq.gz
SRR23126343	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077271	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_2F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492231	-	SAMN32798736	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	168862	25856137	168862	75312102	m3_2_2F_1.fq	SRR23126343.lite	17885847	2023-01-29 08:24:39	a5826df1a5c186ec8acfbdc927c4d547	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126343/SRR23126343.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126343/SRR23126343.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126343/SRR23126343.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126343/SRR23126343.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_2F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/043/SRR23126343/SRR23126343_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/043/SRR23126343/SRR23126343_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/043/SRR23126343/SRR23126343_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/043/SRR23126343/SRR23126343_2.fastq.gz
SRR23126344	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077270	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_1_7_16S	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492230	-	SAMN32798682	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	168486	18032369	168486	75649846	m1_1_7_1.fq	SRR23126344.lite	12977334	2023-01-29 13:06:50	d8416dcb3e036bf8c71f4647fb1f05cd	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126344/SRR23126344.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126344/SRR23126344.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126344/SRR23126344.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126344/SRR23126344.lite.1	gs.us-east1	gcp identity	-	2021-11-19	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_1_7	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/044/SRR23126344/SRR23126344_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/044/SRR23126344/SRR23126344_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/044/SRR23126344/SRR23126344_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/044/SRR23126344/SRR23126344_2.fastq.gz
SRR23126345	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077269	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m3_2_1F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492229	-	SAMN32798735	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	164842	26143849	164842	73518978	m3_2_1F_1.fq	SRR23126345.lite	18251099	2023-01-29 08:24:40	1d846430a1026d941a853d615c186d2e	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126345/SRR23126345.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126345/SRR23126345.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126345/SRR23126345.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126345/SRR23126345.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m3_2_1F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/045/SRR23126345/SRR23126345_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/045/SRR23126345/SRR23126345_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/045/SRR23126345/SRR23126345_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/045/SRR23126345/SRR23126345_2.fastq.gz
SRR23126346	SRP418302	Cacao phyllosphere microbiome is related to Phytophthora palmivora resistance	SRX19077268	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	amplicon sequencing of Theobroma cacao: phyllosphere microbiome	662107	phyllosphere metagenome	m1_2_11F_ITS	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS16492228	-	SAMN32798734	PRJNA925518	Illumina NovaSeq 6000	Illumina NovaSeq 6000	ILLUMINA	174402	26126161	174402	77782716	m1_2_11F_1.fq	SRR23126346.lite	18203803	2023-01-29 15:50:12	85048adbc036eb9d25c94fa463629585	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR23126346/SRR23126346.lite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126346/SRR23126346.lite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR023/23126/SRR23126346/SRR23126346.lite.1	worldwide	anonymous	gs://sra-pub-zq-102/SRR23126346/SRR23126346.lite.1	gs.us-east1	gcp identity	-	2021-12-03	cacao field	cacao tree	plant leaf	USA: Miami, FL	Theobroma cacao	25.64 N 80.29 W	m1_2_11F	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/046/SRR23126346/SRR23126346_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR231/046/SRR23126346/SRR23126346_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/046/SRR23126346/SRR23126346_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR231/046/SRR23126346/SRR23126346_2.fastq.gz
