run_accession	study_accession	study_title	experiment_accession	experiment_title	experiment_desc	organism_taxid	organism_name	library_name	library_strategy	library_source	library_selection	library_layout	sample_accession	sample_title	biosample	bioproject	instrument	instrument_model	instrument_model_desc	total_spots	total_size	run_total_spots	run_total_bases	run_alias	public_filename	public_size	public_date	public_md5	public_version	public_semantic_name	public_supertype	public_sratoolkit	aws_url	aws_free_egress	aws_access_type	public_url	ncbi_url	ncbi_free_egress	ncbi_access_type	gcp_url	gcp_free_egress	gcp_access_type	experiment_alias	collection_date	env_broad_scale	env_local_scale	env_medium	geo_loc_name	host	lat_lon	altitude	temp	tree_height	plantation	replicate	biosamplemodel	ena_fastq_http	ena_fastq_http_1	ena_fastq_http_2	ena_fastq_ftp	ena_fastq_ftp_1	ena_fastq_ftp_2
SRR10614069	SRP235361	Theobroma cacao leaf metagenome	SRX7293337	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree10	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree10	1297858	leaf metagenome	Bac_T10	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786647	-	SAMN13519314	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	109309	43586426	109309	65481228	Bac_T10_R1.fastq.gz	SRR10614069.sralite	16646132	2020-06-19 19:48:06	e6c2ff1e4f7d53f497b013fc45b87b14	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-7/SRR10614069/SRR10614069.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614069.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614069.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614069/SRR10614069.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9378 N 10.9756 E	376m	24.18	8.2m	Simanya	Boumnyebel_rep10	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/069/SRR10614069/SRR10614069_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/069/SRR10614069/SRR10614069_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/069/SRR10614069/SRR10614069_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/069/SRR10614069/SRR10614069_2.fastq.gz
SRR10614070	SRP235361	Theobroma cacao leaf metagenome	SRX7293336	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree26	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree26	1297858	leaf metagenome	Fun_T26	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786630	-	SAMN13519330	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	42032	17077308	42032	25214018	Fun_T26_R1.fastq.gz	SRR10614070.sralite	6504783	2020-06-21 13:29:21	0003af2ddc4c5c7fe6fd71d6bcb7f843	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR10614070/SRR10614070.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614070.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614070.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614070/SRR10614070.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Talba	Theobroma cacao	4.6189 N 11.481 E	138m	27.01	9.6m	Talba	Talba_rep10	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/070/SRR10614070/SRR10614070_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/070/SRR10614070/SRR10614070_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/070/SRR10614070/SRR10614070_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/070/SRR10614070/SRR10614070_2.fastq.gz
SRR10614071	SRP235361	Theobroma cacao leaf metagenome	SRX7293335	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree25	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree25	1297858	leaf metagenome	Fun_T25	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786629	-	SAMN13519329	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	25014	10008866	25014	14934057	Fun_T25_R1.fastq.gz	SRR10614071.sralite	3888242	2020-06-21 13:29:31	0b3d82e7c8d6f254f548f4c74ee71c8b	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR10614071/SRR10614071.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614071.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614071.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614071/SRR10614071.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Talba	Theobroma cacao	4.6189 N 11.481 E	138m	27.01	10.5m	Talba	Talba_rep9	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/071/SRR10614071/SRR10614071_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/071/SRR10614071/SRR10614071_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/071/SRR10614071/SRR10614071_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/071/SRR10614071/SRR10614071_2.fastq.gz
SRR10614072	SRP235361	Theobroma cacao leaf metagenome	SRX7293334	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree24	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree24	1297858	leaf metagenome	Fun_T24	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786628	-	SAMN13519328	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	76345	30929372	76345	45651092	Fun_T24_R1.fastq.gz	SRR10614072.sralite	11723051	2020-06-21 13:29:34	973e87ef0c6f798a4be868405a5ea9dc	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR10614072/SRR10614072.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614072.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614072.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614072/SRR10614072.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Talba	Theobroma cacao	4.6077 N 11.4511 E	146m	27.03	8.5m	Talba	Talba_rep8	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/072/SRR10614072/SRR10614072_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/072/SRR10614072/SRR10614072_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/072/SRR10614072/SRR10614072_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/072/SRR10614072/SRR10614072_2.fastq.gz
SRR10614073	SRP235361	Theobroma cacao leaf metagenome	SRX7293333	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree23	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree23	1297858	leaf metagenome	Fun_T23	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786627	-	SAMN13519327	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	69604	27964546	69604	41789432	Fun_T23_R1.fastq.gz	SRR10614073.sralite	10713358	2020-06-21 13:29:40	28b6d29c8176dfea62d5f85ba4a54d36	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR10614073/SRR10614073.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614073.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614073.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614073/SRR10614073.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Talba	Theobroma cacao	4.6077 N 11.4511 E	146m	27.03	8.5m	Talba	Talba_rep7	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/073/SRR10614073/SRR10614073_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/073/SRR10614073/SRR10614073_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/073/SRR10614073/SRR10614073_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/073/SRR10614073/SRR10614073_2.fastq.gz
SRR10614074	SRP235361	Theobroma cacao leaf metagenome	SRX7293332	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree22	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree22	1297858	leaf metagenome	Fun_T22	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786626	-	SAMN13519326	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	123161	49077334	123161	73901156	Fun_T22_R1.fastq.gz	SRR10614074.sralite	18871225	2020-06-21 13:29:23	4c9cea6abc585f983d8375c537a7a858	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR10614074/SRR10614074.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614074.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614074.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614074/SRR10614074.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Talba	Theobroma cacao	4.6077 N 11.4511 E	146m	27.03	10.3m	Talba	Talba_rep6	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/074/SRR10614074/SRR10614074_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/074/SRR10614074/SRR10614074_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/074/SRR10614074/SRR10614074_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/074/SRR10614074/SRR10614074_2.fastq.gz
SRR10614075	SRP235361	Theobroma cacao leaf metagenome	SRX7293331	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree21	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree21	1297858	leaf metagenome	Fun_T21	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786625	-	SAMN13519325	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	151131	60393341	151131	90369722	Fun_T21_R1.fastq.gz	SRR10614075.sralite	23150381	2020-06-21 13:29:24	4c8aea08492d68534c679117f7f9d4c7	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR10614075/SRR10614075.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614075.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614075.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614075/SRR10614075.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Talba	Theobroma cacao	4.6077 N 11.4511 E	146m	27.03	9.2m	Talba	Talba_rep5	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/075/SRR10614075/SRR10614075_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/075/SRR10614075/SRR10614075_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/075/SRR10614075/SRR10614075_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/075/SRR10614075/SRR10614075_2.fastq.gz
SRR10614076	SRP235361	Theobroma cacao leaf metagenome	SRX7293330	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree20	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree20	1297858	leaf metagenome	Fun_T20	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786623	-	SAMN13519324	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	28564	9282215	28564	13839059	Fun_T20_R1.fastq.gz	SRR10614076.sralite	3642106	2020-06-21 13:29:16	729b415e3a489d93543fb9d4bb5c4926	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-9/SRR10614076/SRR10614076.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614076.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614076.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614076/SRR10614076.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Talba	Theobroma cacao	4.6099 N 11.4973 E	145m	27.23	9.9m	Talba	Talba_rep4	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/076/SRR10614076/SRR10614076_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/076/SRR10614076/SRR10614076_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/076/SRR10614076/SRR10614076_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/076/SRR10614076/SRR10614076_2.fastq.gz
SRR10614077	SRP235361	Theobroma cacao leaf metagenome	SRX7293329	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree19	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree19	1297858	leaf metagenome	Fun_T19	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786622	-	SAMN13519323	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	65758	25666826	65758	38692912	Fun_T19_R1.fastq.gz	SRR10614077.sralite	9976988	2020-06-22 12:10:27	0d1abd41d04ec639cf2f722f6590665a	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-4/SRR10614077/SRR10614077.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614077.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614077.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614077/SRR10614077.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Talba	Theobroma cacao	4.6099 N 11.4973 E	145m	27.23	8.5m	Talba	Talba_rep3	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/077/SRR10614077/SRR10614077_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/077/SRR10614077/SRR10614077_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/077/SRR10614077/SRR10614077_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/077/SRR10614077/SRR10614077_2.fastq.gz
SRR10614078	SRP235361	Theobroma cacao leaf metagenome	SRX7293328	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree18	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree18	1297858	leaf metagenome	Fun_T18	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786621	-	SAMN13519322	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	54324	21872342	54324	32608163	Fun_T18_R1.fastq.gz	SRR10614078.sralite	8384327	2020-06-22 12:10:20	72d11a801cc08d6ed250d7ecf6cde520	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-3/SRR10614078/SRR10614078.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614078.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614078.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614078/SRR10614078.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Talba	Theobroma cacao	4.6099 N 11.4973 E	145m	27.23	9.5m	Talba	Talba_rep2	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/078/SRR10614078/SRR10614078_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/078/SRR10614078/SRR10614078_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/078/SRR10614078/SRR10614078_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/078/SRR10614078/SRR10614078_2.fastq.gz
SRR10614079	SRP235361	Theobroma cacao leaf metagenome	SRX7293327	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree17	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree17	1297858	leaf metagenome	Fun_T17	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786620	-	SAMN13519321	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	109343	43229456	109343	65483999	Fun_T17_R1.fastq.gz	SRR10614079.sralite	16762534	2020-06-22 12:10:29	3b3ab63e4af5b890fec9297fc7216186	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-2/SRR10614079/SRR10614079.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614079.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614079.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614079/SRR10614079.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Talba	Theobroma cacao	4.6099 N 11.4973 E	145m	27.23	7.6m	Talba	Talba_rep1	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/079/SRR10614079/SRR10614079_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/079/SRR10614079/SRR10614079_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/079/SRR10614079/SRR10614079_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/079/SRR10614079/SRR10614079_2.fastq.gz
SRR10614080	SRP235361	Theobroma cacao leaf metagenome	SRX7293326	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree09	Bacterial endophyte communities in leaves of Theobroma cacao, sample Tree09	1297858	leaf metagenome	Bac_T9	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786646	-	SAMN13519313	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	177581	70813016	177581	106372795	Bac_T9_R1.fastq.gz	SRR10614080.sralite	26991271	2020-06-22 12:10:33	ff1bf7762decc2b40d4aa58bbd47540c	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-5/SRR10614080/SRR10614080.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614080.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614080.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614080/SRR10614080.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9378 N 10.9756 E	376m	24.18	5.3m	Simanya	Boumnyebel_rep9	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/080/SRR10614080/SRR10614080_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/080/SRR10614080/SRR10614080_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/080/SRR10614080/SRR10614080_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/080/SRR10614080/SRR10614080_2.fastq.gz
SRR10614081	SRP235361	Theobroma cacao leaf metagenome	SRX7293325	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree16	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree16	1297858	leaf metagenome	Fun_T16	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786619	-	SAMN13519320	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	46481	18342555	46481	27770773	Fun_T16_R1.fastq.gz	SRR10614081.sralite	7168692	2020-06-22 12:10:28	658ab858ce42074ad88c35a43f4a727c	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-1/SRR10614081/SRR10614081.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614081.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR010/614/SRR10614081.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614081/SRR10614081.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9266 N 10.973 E	587m	26.41	6.3m	Simanya	Boumnyebel_rep16	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/081/SRR10614081/SRR10614081_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/081/SRR10614081/SRR10614081_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/081/SRR10614081/SRR10614081_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/081/SRR10614081/SRR10614081_2.fastq.gz
SRR10614082	SRP235361	Theobroma cacao leaf metagenome	SRX7293324	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree15	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree15	1297858	leaf metagenome	Fun_T15	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786618	-	SAMN13519319	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	97452	39047269	97452	58386595	Fun_T15_R1.fastq.gz	SRR10614082.sralite	14966396	2020-06-24 01:50:38	6481a41c910118660d5718fd902f675c	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR10614082/SRR10614082.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614082.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614082.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614082/SRR10614082.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9266 N 10.973 E	587m	26.41	5.9m	Simanya	Boumnyebel_rep15	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/082/SRR10614082/SRR10614082_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/082/SRR10614082/SRR10614082_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/082/SRR10614082/SRR10614082_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/082/SRR10614082/SRR10614082_2.fastq.gz
SRR10614083	SRP235361	Theobroma cacao leaf metagenome	SRX7293323	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree14	Fungal endophyte communities in leaves of Theobroma cacao, sample Tree14	1297858	leaf metagenome	Fun_T14	AMPLICON	METAGENOMIC	PCR	PAIRED	SRS5786617	-	SAMN13519318	PRJNA594470	Illumina MiSeq	Illumina MiSeq	ILLUMINA	26182	10024005	26182	14429356	Fun_T14_R1.fastq.gz	SRR10614083.sralite	3769375	2020-06-24 01:50:41	cbef485a0795d9642224820104036848	1	SRA Lite	Primary ETL	1	s3://sra-pub-zq-8/SRR10614083/SRR10614083.sralite.1	s3.us-east-1	aws identity	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614083.sralite.1	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR010/614/SRR10614083.sralite.1	worldwide	anonymous	gs://sra-pub-zq-108/SRR10614083/SRR10614083.zq.1	gs.us-east1	gcp identity	-	2014	cropland biome	cacao plantation	leaf	Cameroon: Boumnyebel	Theobroma cacao	3.9266 N 10.973 E	587m	26.41	7.5m	Simanya	Boumnyebel_rep14	MIGS/MIMS/MIMARKS.plant-associated	-	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/083/SRR10614083/SRR10614083_1.fastq.gz	http://ftp.sra.ebi.ac.uk/vol1/fastq/SRR106/083/SRR10614083/SRR10614083_2.fastq.gz	-	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/083/SRR10614083/SRR10614083_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR106/083/SRR10614083/SRR10614083_2.fastq.gz
